Index,Text,Sentiment
473,best buy u try big size good good voice recognization best sound quality special featuresit smartand want long time next will buy echo dot generation,Positive
2134,best class go,Positive
2563,best class nice responsive device build good speakers nice,Positive
2881,best companion smart home,Positive
2381,best device,Positive
1502,best device recognition voice perfect,Positive
1328,best echo dot device compare previous gen devices voice clarity crisp loud recommend product,Positive
2827,best entertainment,Positive
550,best experience alexaawesome sound qualitybest integrationbutno battery storage facilitieswhen off internet thing not integrate anything like time bluetooth connectionalarm if may possible get better experiencebut work goodbuild qulity awesomecommanding goodtotaly good experience,Positive
2372,best fair price,Positive
1999,best friend alexa,Positive
2183,best friend alexagood clear voice keep talk response immediately,Positive
4062,best gadget,Positive
1089,best gadget india get colour tv,Positive
2428,best gadget make smart home,Positive
4028,best good quality product,Positive
99,best home usable device entertainment if think buy not im sure will get thrill enjoy buy also think but buy rs discount period wait buy go price rs belowcurrently rs but wait im sure will go down rs within month wait check regularly price product check daily atleast onceif think buy google home mini dont buy ive experience echo dot thousand time better google home mini dont recogine voice well cant perform ecommercial play game activities,Positive
2962,best market,Positive
1325,best market family love play best kid fun operate,Positive
2786,best n best,Positive
2902,best one,Positive
967,best part alexa hear low tone say alexa good go command never aspect type ai provide amazon happy purchase totally worth,Positive
832,best part if connect home appliances kid enjoy lot,Positive
1100,best price quite soothe voice listen but sometimes irritate lack information available,Positive
1768,best product,Positive
1889,best product,Positive
3072,best product,Positive
3311,best product,Positive
3326,best product,Positive
3334,best product,Positive
3666,best product,Positive
3675,best product,Positive
1425,best product amazon,Positive
1231,best product amazon home use childrens study purpose usage right direction will limitless possibility device,Positive
1612,best product awesome quality thank u amazonyou watch full review amazon echo dot generation smart speaker youtube channel techie akc bros detail visit youtube channel,Positive
2107,best product get amazon live echo dot really worth get offer smart bulp also love amazon,Positive
701,best product get year totally worth get amaze price amazon sale music news control smart home devices indeed best smart speaker market,Positive
887,best product go easy routine kid will also enjoy,Positive
511,best product many time think bless amazon give service time,Positive
2624,best product tank u amazon first delivery,Positive
3213,best purchase ever,Positive
2087,best quality,Positive
1465,best quality product voice recognition superb,Positive
3278,best range better google home,Positive
979,best reliable but feel shouldnt wire connect time operate,Positive
2128,best rs spend evergreat device,Positive
2618,best send,Positive
1298,best smart speaker,Positive
2590,best smart speaker,Positive
2557,best smart speaker acceptable quality soundcan use bluetooth speaker offlineoverall great productthanks amazon,Positive
122,best smart speaker buy get good price amazon great indian festival get around rs along smart lead buldpros good build quality superb amaze audio good audio songs collection help various smart task like control smart light homecons not portable like bluetooth speaker require power internetoverall satisfy product recommend if someone look smart speaker good sound quality,Positive
1730,best smart speaker family really enjoy lot alexa thank amazon,Positive
2595,best smart speaker go itreview use weeks,Positive
1773,best smart speakerit good sound decent bass alexa rock,Positive
3932,best smart speakers evermy months kid start say aexa aexain kid tone,Positive
3048,best sound,Positive
2452,best sound base give five,Positive
833,best soundbeautiful colour design power adapter easy use install alexa app phone best product amazon,Positive
2352,best speaker but not wireless volume down,Positive
1716,best speaker everloved,Positive
3795,best speaker tha ai intelligent love product thank u amazon beautiful product,Positive
1548,best thing ever bring,Positive
2813,best thing home assistant,Positive
920,best thing take daughters birthdayall t happy alexa,Positive
3141,best tym paas,Positive
836,best voice recognition decent sound good quality small speaker,Positive
4099,besttt product,Neutral
1785,better ai google home,Positive
1157,better best smart speaker good quality sound,Positive
2160,better but improvements need,Positive
2267,better competitors,Positive
1373,better device connectivity though sound quality awesome,Positive
1145,better get advance version,Positive
26,better go google home cannnot makeaccept phone call alexa call can not place order prime connect samsung smart tv via smart things skill basic control like onoffvolume controltechnical customer care not good support issuefree wipro smart light isnt really smartonce power resume power cut need switch off via appalexaonly worthy use echo unlimited music amazon music,Positive
